title,description,amount_usd,goal_usd,duration_days,cover_image,url,image_labels,binary
"Katje met gebroken heupen, Katje met 3 pootjes ,loopstoornis","Mijn naam is Math en zamel geld in voor Alexandra haar katten

Een kat met gebroken heupen
Een kat met 3 pootjes
Een kat mist een stukje poot
Een kat met een loopstoornis

Naast deze 4 katten verzorgt Alexandra nog 30 katten met heel veel liefde en passie. Van groot tot klein, van lief tot liever, allemaal gevonden door toeristen en dorpsgenoten uit haar dorp op het eiland Poros in Griekenland.",588.0,1365.0,5.0,https://images.gofundme.com/p-_oc5_dJdNVzJrjwpL_W70lewU=/1200x900/https://d2g8igdw686xgo.cloudfront.net/95079431_1758978467721490_r.png,https://www.gofundme.com/f/tatjes-met-gebroken-heupen-3-pootjes-loopstoornis?qid=05451dc5b43081aeb17b15534d4b4c3f,"Fur, Carnivores, Felidae, Paw, Collar, Tail, Canidae, Working animal, Felinae, Claw",0
Hilf unserem kleinen Spock wieder frei atmen zu können,"Hallo, mein Name ist Wanjuscha. Gemeinsam mit meinem Mann, meinen zwei Kindern und unseren beiden Katzen Spock und Fofoinha möchte ich euch unsere Geschichte erzählen.
Im Oktober 2024 haben wir Fofoinha in Portugal von der Straße gerettet, nachdem ihre Mutter sie zurückgelassen hatte. Damit sie nicht alleine ist, haben wir im April 2025 Spock aus dem Tierheim zu uns geholt. Von der ersten Minute an waren die beiden unzertrennlich.
Doch kurze Zeit später begannen die Sorgen: Spock bekam große Probleme beim Atmen. Er kann nicht richtig mauzen, kaum schnurren und schläft fast nur noch auf dem Rücken, weil er sonst keine Luft bekommt. Selbst so schnarcht er ständig, verschluckt sich oder hat kleine Atemaussetzer. Es bricht uns jedes Mal das Herz, ihn so zu sehen.
Unsere Tierärztin überwies uns an die HNO-Abteilung der Kleintierklinik Leipzig. Nur unter Narkose kann festgestellt werden, was ihm genau fehlt – und wahrscheinlich wird direkt eine Operation notwendig sein. Die Kosten dafür belaufen sich auf 3.000 bis 4.000 €. Für uns als Familie ist das alleine nicht zu schaffen.",477.75,1680.0,41.0,https://images.gofundme.com/U0EX5KyvwT6a1UN1DQU18s9Z0dc=/1200x900/https://d2g8igdw686xgo.cloudfront.net/93905855_1755903468299990_r.png,https://www.gofundme.com/f/hilf-unserem-kleinen-spock-wieder-frei-atmen-zu-konnen?qid=af3e49b735550fdff740359f62fb040c,"Cat, Felidae, Whiskers, Felinae, Carnivores, Vertebrate, Snout, Fur, Close-up, Terrestrial animal",0
Honoring my grandmother Loretta’s memorial.,"Hello, my name is Brettello Russo, and I’m reaching out during one of the most difficult moments in my life. For the past seven years, I’ve been the primary caregiver for my grandmother, Loretta. She was more than just family — she was my heart, my constant, and someone I devoted myself to fully. I accompanied her to every medical appointment, tended to her daily needs, and did everything I could to ensure she was safe, cared for, and never alone through her many physical health challenges.

Loretta passed away recently, and while she did have a small insurance policy, it unfortunately only covers half of her funeral expenses. I’m doing everything I can to give her the dignity and peace she deserves in this final goodbye, but I need help to cover the remaining costs.",882.0,1300.0,68.0,https://images.gofundme.com/RwEOeJVb0CxYMFn7h3rC0MHVik0=/1200x900/https://d2g8igdw686xgo.cloudfront.net/93066443_1753539862223366_r.png,https://www.gofundme.com/f/honoring-my-grandmother-lorettas-final-farewell?qid=af3e49b735550fdff740359f62fb040c,"Smile, Hair, Cheek, Happiness, Eyebrow, Head, Skin, Facial expression, Tooth, Fun",0
For Earthquake Victims in Cebu and Neighbouring Islands,"Cebvana Cares

On September 30, a powerful magnitude 6.9 earthquake struck Bogo City, Cebu, leaving devastation in its wake. Many lives were lost, people and animals were injured, homes, hospitals and schools were destroyed, over 3000 aftershocks have been recorded to date, and the numbers are still rising.

Many families are still without water, shelter, or basic utilities. Even animal shelters/clinics are overwhelmed with injured animals.",95.0,700.0,6.0,https://images.gofundme.com/KI4ynD9P6FoAjXUwajiBDs1O9OE=/1200x900/https://d2g8igdw686xgo.cloudfront.net/95303531_175947139377698_r.png,https://www.gofundme.com/f/for-earthquake-victims-in-cebu-and-neighbouring-islands?qid=42e657e08f9b516d3e9ee47c1b3da4c1,"Orange, Graphic design, Graphics, Symbol, Heart, Heart, Science",0
GARD Animal Shelter Expansion,"Hello GARD Supporter!

Thank you for being a continual supporter of GARD.  All of your generosity thus far has been greatly appreciated by us and the animals that you have helped save!

We hope that you can help us on our next endeavor.  Our shelter is packed to the capacity with many animals who are deemed “unadoptable” due to behavioral issues.  As you are aware we are a no-kill shelter which we are very proud of but at this time we have hit a point where we need more space to save more lives.

There is a piece of property located next door to the GARD shelter which we have been desperately attempting to purchase.  Unfortunately, we have been hitting road blocks at every corner.  We have recently been able to reach an agreement with the owner and we are trying to raise as much money as we can to purchase this property so we can grow our organization. Because of the continuous financial burdens of running a shelter, we have not been successful with gathering the funding we need.

We are hoping and praying that you or someone you know may be able to help us.  The property already has a building on it which we plan to use for our administrative offices, our meet and greet location for potential adopters, an indoor cat room as well as an indoor puppy room. There will also be more land for sanctuary areas and play yards.



With great regret, we cannot enter into this endeavor without much help from generous people like you! 

Can you help us?  Do you know others who can help? 

Please, we are desperate for your help!  If you can donate anything at all to help us purchase this property, the animals that we will be able to continue to save will be eternally grateful!

Thank you for your consideration and continued support!",,,2897.0,,https://www.gofundme.com/f/gard-expansion?qid=ddf8620626e07595da539a804bd34b9a,No image URL,0
Help PAW Kannur build animal shelter,"Hi, my name is Ria and I am fundraising on behalf of PAW Kannur to help them continue their work rescuing and rehabilitating stray and abandoned animals. The facility runs entirely on donations from generous people and has recently been granted permission to receive funds internationally through the Foreign Contribution Regulation Act. I personally spent some time with Dr Sushma Prabhu at the facility and was deeply saddened about the conditions these animals live in due to the lack of proper accommodation, I am hoping through this fundraising to help improve their quality of life.",1433.75,1250.0,395.0,https://images.gofundme.com/fiRbZRl7W3A7m9rR7RndF37gagA=/720x405/https://i.ytimg.com/vi/R-vt_ozxX0A/0.jpg,https://www.gofundme.com/f/paw-kannur?qid=1270d883a0d75e895e6b31bc1bc4cb8b,"Brick, Brickwork, Building material, Mortar",1
Zee Shelter - Cat with Broken Face Needing Surgery,"This poor boy was an urgent rescue today. It looks like he had fallen from a building and he needs urgent Surgeries on his eye and broken jaw. His owners left him lying on the street in considerable pain.

He needs urgent treatment and medical boarding. If you can help him by making a donation, we would be so grateful.

We are the Zee Animal Shelter in Cairo, Egypt. We work tirelessly to save as many cats as possible from the streets of Egypt. We currently have 250 cats and 10 dogs in our care. Most of our cats come to us injured or in need of urgent medical help from being neglected and thrown out in the street. Cats used to be worshiped in Egypt but that is sadly no longer the case.",666.25,750.0,62.0,https://images.gofundme.com/krhP9w4tjnq3Ts-usOogjRZOPgM=/1200x900/https://d2g8igdw686xgo.cloudfront.net/93280145_1754076929752755_r.png,https://www.gofundme.com/f/zee-shelter-cat-with-broken-face-needing-surgery?qid=44fddf1546ad54ab55343e8b2894382c,"Cat, Felidae, Felinae, Carnivores, Vertebrate, Whiskers, Fur, Snout, Terrestrial animal, Domestic short-haired cat",0
Donate for Cowtown Loves Animal Shelter Pets,"This is a great local rescue with which we volunteer. We also got one of our cats, Gabby, from CLASP!

It's my birthday, and this year, I'm doing something a little different. Instead of gifts, I'm asking for donations to support Cowtown Loves Animal Shelter Pets. Their mission is close to my heart, and I believe we can make a real difference together. Every dollar you donate will help provide care and support for homeless pets in our community.
Your contributions will go directly towards:
Providing medical care and spaying/neutering for animals in need.
Supporting education and resources to keep pets in loving homes.
By choosing to donate instead of giving gifts, we can celebrate my birthday by giving hope and love to those furry friends who need it most. Thank you for helping me make this day meaningful!",,,48.0,https://images.gofundme.com/NE05P2uOx3swTnVBxS-KOEysfBw=/1200x900/https://www.gofundme.com/assets/charity/fundraiser/cover/moments/birthday/birthday_4.jpg,https://www.gofundme.com/f/donate-for-cowtown-loves-animal-shelter-pets?qid=8dbb1d69a9c640018f0c886ef3ef1c83,"Yellow, Party Supply, Triangle",0
Donate to Save Local Animal Shelters,I’m helping in raising funds for our local animal shelters. Any help is greatly appreciated.,,,328.0,https://images.gofundme.com/8WufWZZyhbq-bo2uL6fu7NFTWUA=/1200x900/https://d2g8igdw686xgo.cloudfront.net/84003947_1731130922362686_r.jpeg,https://www.gofundme.com/f/donate-to-save-local-animal-shelters?qid=211fa9539295554b7e876e9689efa583,"Dog, Puppy, Carnivores, Retriever, Snout, Golden Retriever, Working animal, Gun dog, Canidae, Labrador Retriever",0
Help Leo and Lupita overcome severe injuries and hardships,"Hi everyone. As most of you guys now I had a very bad fracture. I ended up needing to get surgical procedure in order to fix my broken leg. Sadly I haven't been able to work since the injury was pretty bad. Im desperately seeking any help in order to not lose my vehicle and my home since we are behind on our mortgage because all of this. My wife Lupita also suffered a very bad injury at her job site. She got bit by a Pit-Bull fives times in the leg while working at the animal shelter. She also has fractured nerves on her leg and is too receiving physical therapy. I'm trying to be positive, but, our situation financially wise has worsened. I personally with no work until further notice from the doctor and my wife only working one day a week. We would really appreciate any bit of help to get us going little by little back on our feet and hopefully soon get over this nightmare. So far the doctor said I might be able to walk until two more months.",320.0,1500.0,7.0,https://images.gofundme.com/SyhK-cgv5qUQsiLELIE_uJpBeTY=/1200x900/https://d2g8igdw686xgo.cloudfront.net/95264849_1759367750889385_r.png,https://www.gofundme.com/f/help-leo-and-lupita-overcome-severe-injuries-and-hardships?qid=a3d3014d3624c7c20bb3187cd0a7e5a2,"Smile, Happiness, Sleeve, Eyewear, Face, Glasses, Vision Care, Facial expression, Leisure, Fun",0
Donate to Penelope's Upcoming Surgery,"About a month or two ago, my beloved 9-year-old cat, Penelope, developed a firm lump on her right hip. Being a vet tech, I feared the worst, and her primary vet shared the same feelings and referred us to a specialty hospital to get further guidance. The surgeon suspects the lump is a fibrosarcoma and recommends an excisional biopsy and histopathology for a definitive diagnosis with an oncology follow-up. This little girl is so special as she doesn't realize she is a tortie and has no ounce of sass or spiciness infamously known in tortoiseshell cats. She's a chatty lovebug who loves to tell you about her day and to give and receive affection in the form of sandpaper kisses, gentle head bumps, and cuddles. That being said, I want to give this little one the best chance at a long life, so Penelope is scheduled to have her procedure done on August 21, 2025, at BluePearl Levittown. **EDIT - Surgery was rescheduled to 10/02/25**",3118.0,3100.0,64.0,https://images.gofundme.com/WxvyhqnEVQByYmsFsDm1XcAh2DU=/1200x900/https://d2g8igdw686xgo.cloudfront.net/93203329_1753916605770487_r.png,https://www.gofundme.com/f/vcsew-donate-to-save-penelopes-life?qid=a3d3014d3624c7c20bb3187cd0a7e5a2,"Cat, Felidae, Whiskers, Felinae, Black cat, Carnivores, Snout, Black, Fur, Terrestrial animal",1
"Pulaski County, KY Animal Shelter Fundraiser September 27th","Our Pulaski County, KY Animal Shelter is overflowing with loving dogs, cats, and small animals who simply need a safe place to heal and find fur ever homes. We provide food, medical care, and comfort to abandoned and abused animals, but rising costs and increasing intakes have stretched our resources to the limit.

Your support will help us:
Cover emergency veterinary treatments and spay/neuter services.
Provide nutritious meals, clean bedding, and enrichment toys.
Expand our adoption and foster programs so every fur baby finds a family.",,,17.0,https://images.gofundme.com/NH8X0C3NVvsbWUo8IZygUl4P1qc=/1200x900/https://d2g8igdw686xgo.cloudfront.net/94659773_1757935128917524_r.jpeg,https://www.gofundme.com/f/pulaski-county-ky-animal-shelter-fundraiser-september-27th?qid=89f3e1bb4bfa911b551bc32aee2292c7,"Dog, Carnivores, Vertebrate, Puppy, Toy dog, Snout, Canidae, Kennel club, Ancient dog breeds, Working animal",0
Emergency Surgery for Michelle's St Bernard,"Hello, my name is Michelle and I hate to do this but I’m asking for help with my beloved st Bernard’s vet bill. He needs surgery to remove a foreign object stuck in him. He is so loved my myself and my 2 children. I am a single mom with 2 kids and I work at an animal shelter. While I absolutely love my job, it is not exactly a high salary type of job. I unfortunately had my mastiff hit by a car 2 months ago and before that my sharpei cut herself on a fence. I wasn’t prepared for 3 animal emergencies in the span of a couple months, especially being a single mom on an animal shelter workers salary. The estimate is $2000.00-$2823.00 and this is after paying $500 today in X-rays, tests, etc.
I am going to animal hospital of willow street and attaching his estimate.
Anything helps and I’m extremely appreciative if you even just took the time to read this.",190.0,1200.0,51.0,https://images.gofundme.com/lSRpfYcytD21rUhFWFrQDgdoZ7o=/1200x900/https://d2g8igdw686xgo.cloudfront.net/93592345_1755033633426981_r.png,https://www.gofundme.com/f/emergency-surgery-for-michelles-st-bernard?qid=db1df4815572813bdc727e97ce0d912e,"Dog, Vertebrate, Child, Carnivores, Toddler, Happiness, Baby & Toddler Clothing, Canidae, Comfort, Infant",0
Help Southside Rebuild After Fire,"In the early morning hours of February 13th, around 1 am, our barn was engulfed in flames. We are so thankful that a truck driver happened to be passing by and alerted authorities. Firefighters were able to get the fire put out before it spread too far into other buildings, but we lost everything inside. The barn had all of our donated items, our dish room, laundry room, and many other valuable items. The barn was also the home base for our feral cat colony, who have not all been accounted for yet. Not only was the barn lost, but all of the buildings on our property sustained either fire, smoke, or significant water damage as well. In addition, several of our outdoor kennels, much of our fencing, and our feral catio were destroyed. The loss is incredible, and we are devasted. It will take us months, and thousands of dollars to recover. Times are tough for everyone, but if you have even a few dollars to spare, we and the homeless animals of our community will appreciate every last bit of help.",36378.0,60000.0,962.0,https://images.gofundme.com/YX_niG9MIJSOyTOU_0aPvInFoR4=/1200x900/https://d2g8igdw686xgo.cloudfront.net/71099217_1676316220659487_r.jpg,https://www.gofundme.com/f/southside-rebuild?qid=aba8518be6e50e5e90adc75a115b7193,"Smoke, Emergency service, Emergency, Firefighter, Fire, High-visibility clothing, Fire department, Rescue, Pollution, Hazard",1
Help us Donate to Animal Shelter for Stray Cats,"We rescued a stray kitty off the cold, wet streets of Seattle in December. She was in bad shape with fleas and mites, and had a swollen belly. After a few square meals and a warm, safe night in our garage, we took her to emergency vet care, who determined she had no owner registered on her microchip. Unfortunately, they also told us that she was in severe condition and needed more help than we could provide.

The vet's office was partnered with the Seattle Animal Shelter, and on our agreement to surrender the cat to their care, her case was going to be handled by them. We knew that would be the best chance for her to have a comfortable place to live out the rest of her days, few as they might be.

We know the likelihood of a senior, sick cat being put up for adoption is low, and I only wish I could personally do more for our sick and senior animal friends. I am so grateful to the community of animal caregivers and would like to make a contribution to their efforts. Will you please help us make a donation in honor of our lost kitty friend?",,,276.0,https://images.gofundme.com/9eP6XKjo4hV2acbbM8wCfnRjxac=/1200x900/https://d2g8igdw686xgo.cloudfront.net/85318079_1735580957240591_r.jpeg,https://www.gofundme.com/f/support-care-for-injured-pregnant-cat?qid=211fa9539295554b7e876e9689efa583,"Cat, Felidae, Felinae, Carnivores, Whiskers, Snout, Fur, Domestic short-haired cat, Pet Supply, Russian Blue",0
Puppy Flight Sponsors Needed,"Hello, my name is Ashley, and I'm raising funds to transport stray and unwanted dogs and puppies from Nunavut to rescues and shelters in British Columbia and Newfoundland so they can find their forever homes.
All communities in Nunavut are fly-in only, and very few have animal shelters or even steady access to veterinary care. As a result, many communities have high numbers of stray dogs and unwanted litters. The unfortunate consequence of this is that many of these dogs, and even puppies, end up being euthanized.
For the past two years, since I moved to Nunavut, I have been working to save as many of these dogs as I can, sending them to rescues in Manitoba. I have taken in seventeen puppies and one adult dog so far this summer, and I will be taking in another litter of four puppies in the coming weeks once they are weaned. Now, due to the recent wildfires, all the rescues in Manitoba are full, creating another obstacle to give these dogs their second chance.",4200.0,4200.0,71.0,https://images.gofundme.com/iKVz79U1_US68lU4yA3UJt8OhJI=/1200x900/https://d2g8igdw686xgo.cloudfront.net/92975535_1753281906602602_r.png,https://www.gofundme.com/f/puppy-flight-sponsors-needed?qid=b7bb97e73049109cac4a80eaef1ddecc,"Dog, Puppy, Carnivores, Vertebrate, Snout, Working animal, Toy dog, Canidae, Fur, Whiskers",1
Walking 1200 Miles To Build An Animal Sanctuary,"Ever since I can remember, I have loved animals.

When I was a child in elementary school, the teacher asked the class to draw a picture of what we wanted to be when we grew up. Of course, there were doctors, fire fighters, astronauts, etc., but I drew something different. I drew a picture of myself in a convertible, with a dog, driving towards trees and a body of water.
When asked what it was, I said, ""When I grow up, I'm going to hop in a car with my (future) dog. We will drive until we run out of gas, and there we will live, and have a great time meeting other people and animals."" 
Of course I had no concept of how far a full tank of gas could take you, but moral of the story--

    Over the years now, my vision has not changed that much. More or so it has evolved into something bigger, better, and with more impact.
    You see, over time, I began to see visions of myself in a large area walking with multiple dogs around me.
I simply thought to myself, ""John, you know you want to own more than one dog, but what about owning multiple dogs?"" No big deal, right?
     Continue even further, that vision continued to play in my mind as I have grown, and has developed into more of a compassionate element. I have a strong desire to help animals. It feels as a calling to help all animals (dogs, cats, etc.), especially those who had no one else to rely on.  Specifically, animals with special needs/ medical issues, under hospice care, behavioral issues, or older animals that no one wanted to adopt because they are deemed to not have much time left to actually live.
I thought to myself, ""Maybe one day I can have enough land to have a little 'farm' consisting of rescuing animals who deserve unconditional love they may never experience.  A place where they can come live out their last years, and be well-taken care of, loved and provided for.""

    I have been searching for ways to help animals and within the last handful of years through volunteering at animal local shelters. I finally got to express that gift of helping animals, and experienced the unconditional love that animals have for humans. There is no greater feeling than to take care of an animal from a poor situation (neglect, abused, abandoned, etc.), and then see that same animal get adopted. Just to be able to witness the joy it brings to a child, a veteran suffering from PTSD, a single mother, a family of 7, etc. I soon realized how much fulfillment I get from being a part of this process, caring for the animals, and helping them to become the best versions of themselves by rehabilitating them with love, direction, and a sense of purpose. 

So here I am now, at age 33 years, and my vision has come full circle. I finally know what my vision has been and what my mission needs to be...

An amazing part about this, is that my wife shares this passion, love, and dream of helping animals too. We are a family on a mission (to say the least). 

Now let me be the first to say that I understand that this is a massive undertaking. It is something that weighs heavy on my heart because I know the amount of work, money, volunteers, etc. that is required to create and operate this vision I have and make it a success come true.

As many people may know, animal shelters are primarily funded by grants, fundraisers, donations, etc. The point is, it is extremely difficult to maintain the finances needed to fund such amazing facilities, the people who staff them, and the materials required for all of the animals year round.  

And that is why we need . 
We are reaching out to for help.

In order to create something so special and dear to us, we need your donations. We need your help. The animals need your help.

With this being said, . I genuinely want to show you how important this dream really is to me. I want to literally EARN your donations. 


It is taking place in North Park, Pittsburgh, PA.
That means I will be averaging ~30 miles a day, every day, for ~40 days straight. This is a serious undertaking and a challenge that will tax me mentally and physically. I will be doing this journey alone, without any outside help.  

As you read this I'm currently walking. 
The journey has begun!!

I will be keeping everyone up to date via social media:
Instagram- @jehorn4
Facebook- John Hornung

Again, my hopes are that you feel and share my passion for the animals I want to help, and I hope my effort walking 1200 miles will earn your support. 

Thank you so much, 
John Hornung",9241.0,100000.0,2033.0,https://images.gofundme.com/vPc_s7fqNqPtvEkEuWaSAa-7xhA=/1200x900/https://d2g8igdw686xgo.cloudfront.net/44948002_158567483692028_r.jpeg,https://www.gofundme.com/f/our-own-animal-shelter?qid=aba8518be6e50e5e90adc75a115b7193,"Dog, Carnivores, Smile, Pet Supply, Collar, Canidae, Leash, Dog Supply, Dog collar, Working animal",1
Save Macy's Life: Urgent Heart Surgery Needed,"I am raising funds to save my shelter dog, Macy's life. I adopted Macy on June 17, 2025 from the Tehama County Animal Shelter. She had kennel cough twice when she was in the shelter. She also had giardia. The cardiologist says she needs a heart surgery that costs $10,000. She was born with patent ductus arteriosus (PDA). Insurance will not cover the cost because she was born with the condition. Her life expectancy is approximately one year if she doesn't receive the surgery. Since she is already 7 months old, she needs the surgery soon. if the surgery is successful, she will have a nearly normal life expectancy.
Despite her health issues, Macy has a ton of energy. She had chewed many items in the house, and she runs her zoomies everyday. Hopefully we get the surgery done before any heart damage occurs.
Macy is the perfect addition to our family, my other dog, Abby is so happy to have Macy. We love Macy, and the thought of losing her is unbearable. Please know that your donation will help give Macy a chance to have a normal life expectancy with no medication.",2092.0,10000.0,62.0,https://images.gofundme.com/2I7Oa_ooAFTgzHZqIaFzCSIp7jM=/1200x900/https://d2g8igdw686xgo.cloudfront.net/93291135_1754104769196468_r.png,https://www.gofundme.com/f/save-macys-life-urgent-heart-surgery-needed?qid=42e657e08f9b516d3e9ee47c1b3da4c1,"Dog, Puppy, Snout, Carnivores, Canidae, Toy dog, Working animal, Whiskers, Fur, Terrier",1
Paws Rescue Uganda Animal Shelter,"Hello friends!!!!  Paws Rescue Uganda is a donation funded animal shelter in Kampala, Uganda.  The volunteers started out as a group of local sister's and some friends,  feeding and giving medical attention to needy animals in and around Kampala.  Through growing their funding online,  they have been able to rent a property,  build kennels and provide a safe home and medical attention for many of the homeless animals in their community.
Any and all donations are welcome for this great cause. Please continue to help these volunteers help the animals.  Please follow us on Instagram @paws_rescue_uganda",10483.0,1000.0,1699.0,https://images.gofundme.com/ptkNrC4fb_EPwk5PI4fAj_kbsKM=/1200x900/https://d2g8igdw686xgo.cloudfront.net/54448852_1612649456783023_r.jpeg,https://www.gofundme.com/f/paws-rescue-uganda-animal-shelter?qid=c8c809e595ee1756937b94b8bd654c62,"Dog, Carnivores, Vertebrate, Working animal, Black, Snout, Pet Supply, Terrestrial animal, Canidae, Collar",1
George my 4 year old autistic son was mauled by a dog,"Help George Heal After a Traumatic Dog Attack

My name is [Colby barker], and I’m asking for your help for someone incredibly special—my son, George Barker.

George is not just any little boy. He is gentle, kind, and full of light. He is nonverbal and Autistic, which means he experiences the world in his own unique and beautiful way. George can’t tell us with words when he’s in pain or scared—but we can see it in his eyes and feel it in our hearts.

A day ago, our lives were turned upside down when George was viciously mauled by a rescued dog from the noble animal shelter where we were repeatedly lied to about the dogs temperament and now need funding for a lawyer and medical bills and therapy. The bite marks will heal with time, but the fear, confusion, and emotional wounds are so much harder to mend—especially for a child who struggles to understand why this happened to him.",2070.0,11000.0,48.0,https://images.gofundme.com/dJ9rCDlkzycN-pCkn_KMD2nBY0c=/1200x900/https://d2g8igdw686xgo.cloudfront.net/93677301_1755373176969272_r.png,https://www.gofundme.com/f/george-my-4-year-old-autistic-son-was-mauled-by-a-dog?qid=44fddf1546ad54ab55343e8b2894382c,"Chin, Cheek, Eyebrow, Forehead, Skin, Jaw, Eye, Neck, Facial expression, Child",1
Paw Haven Animal Shelter,"Want to join me in making a difference? I'm raising money to benefit Animal Shelter (Bathurst) Inc., and any donation will help make an impact. Thanks in advance for your contribution to this cause that means so much to me.
More information about Animal Shelter (Bathurst) Inc.: Animal shelter located in Bathurst, New Brunswick. We take in strays or unwanted cats and dogs and find them loving homes.",,,302.0,https://images.gofundme.com/ld5AeWhJXxfVzFO7PmRD1pbltBk=/1200x900/https://d2g8igdw686xgo.cloudfront.net/84605279_1733372525812265_r.jpeg,https://www.gofundme.com/f/paw-haven-animal-shelter?qid=211fa9539295554b7e876e9689efa583,"Dog, Puppy, Vertebrate, Carnivores, Snout, Street dog, Patterdale Terrier, Working animal, Terrier, Canidae",0
Support Companion Animal Alliance's Mission,"Hi, I’m LSU Law Women Law Students Association, and I’m reaching out to you with a heartfelt mission. I’m raising funds to support the Companion Animal Alliance, the only open-intake animal shelter in East Baton Rouge Parish. They care for over 9,000 animals each year, providing essential services to our community and its beloved pets. Your support can make a real difference in the lives of many animals and their families.
Every donation helps Companion Animal Alliance continue their vital work. Here are just a couple of ways your contributions will be utilized:
Supporting spay/neuter services to reduce the number of animals entering the shelter.
Providing humane care and resources to animals in need and helping them find loving homes.
Join me in making a positive impact! Together, we can help strengthen the bond between people and their pets.",50.0,200.0,5.0,https://images.gofundme.com/4W92Q_MPqwoNukxQaKfL97WIK0k=/1200x900/https://www.gofundme.com/assets/charity/categories/animals/animal_1.jpg,https://www.gofundme.com/f/support-companion-animal-alliances-mission?qid=a3d3014d3624c7c20bb3187cd0a7e5a2,"Dog, Carnivores, Furniture, Couch, Snout, Cushion, Canidae, Living room, Throw pillow, Daybed",0
Support Animals in Honor of James Coldwell,"Hello! My name is Taylor Wanamaker and my sister is Torie Walker. As many know, our dad, James Coldwell, passed away Sunday night in a tragic accident. We are so extremely thankful for all the support and kind words.

Our dad, James, was such a kind, hardworking, caring man. He loved his family, and he loved being able to help anyone he could. We are all so thankful for the time that we did get with him.

Our dad LOVED animals. Many times he would come to my house, or we would go to his, and he would love to love on them, rough play with them lol, it made him smile so big. Ever since I was a little girl, I have always known him to want to help any and all animals, especially those animals who don’t have the safe homes that we are able to give ours. With all this said, my sister and I had an idea to take up what we could for our local animal shelter in honor of him. We appreciate everything you all are doing, all the prayers that are being sent up to our Heavenly Father, they are working. If you would like to give, anything at all, in honor of him to help our local animal shelter, that would be great. I just know he would love to be able to help out these animals in any way he could. Thank you all.",965.0,1200.0,49.0,https://images.gofundme.com/acppTSNeR-sbPd2ob8jVTpWsBcY=/1200x900/https://d2g8igdw686xgo.cloudfront.net/93643451_1755194186908132_r.png,https://www.gofundme.com/f/support-animals-in-honor-of-james-coldwell?qid=b7bb97e73049109cac4a80eaef1ddecc,"Dog, Carnivores, Smile, Vertebrate, Working animal, Canidae, Snout, Beard, Happiness, Collar",0
Christmas for SWOK Animal Shelters,"Please help us remember our furry friends in need during this holiday season.
  Rather than dropping your food under the Billingsley tree this year, please consider making a donation to our fundraiser to be passed along to our local animal shelters.
  PLUS for every dollar donated, the Billingsley Family of Dealerships will match your contribution!
  Thanks to your generous contributions last year we were able to donate $4,200 to provide food, bedding and toys for our furry friends!
 ",4920.0,2500.0,1402.0,https://images.gofundme.com/cVtohqeJUxqUWYwibq_pCLEInLU=/1200x900/https://d2g8igdw686xgo.cloudfront.net/61597077_1638286225316106_r.jpeg,https://www.gofundme.com/f/christmas-for-swok-animal-shelters?qid=24b7fcc1b75d583a5827127644c1df23,"Smile, Standing, Dress shirt, Cheque, Collaboration, Businessperson, Company",1
The 3 puppies are from Miami Dade Animal Shelter,,5050.0,8000.0,308.0,https://images.gofundme.com/mn3Q5zj84uDrrtALAa2YX-2p53A=/1200x900/https://d2g8igdw686xgo.cloudfront.net/84470813_1733945205749241_r.jpeg,https://www.gofundme.com/f/the-3-puppies-are-from-miami-dade-animal-shelter?qid=ddf8620626e07595da539a804bd34b9a,"Dog, Carnivores, Snout, Working animal, Canidae, Fur, Paw, Pet Supply, Dog Supply",1
Matthew's Eagle Scout project to benefit TLC Animal Shelter,Hello. My name is Matthew Frayne and I am a Life scout in Troop 63 of Homer Glen. I am starting my Eagle scout project. TLC animal shelter and rescue animals have been a big part my life since I was little. All of our animals are rescues and my family fosters homeless cats. This is why I am choosing TLC for my project. I will be building 4 new cedar dog waste clean up stations for Tender Loving Care Animal Shelter. This will help to keep their yard clean. Next I will be repairing their Gazebo. There are a few boards that are broken and the whole thing needs to be re stained. This is an important part of their adoptions. Many people bring potential new family member out there to visit with them. Lastly I will be tearing down and removing an old shed back behind the shelter. I am hoping to be able to do this project over the summer. Any donations will help and any extra funds raised will be donated back to help the animals of TLC! Thanks in advance for your contribution to this cause that means so much to me.,2015.0,1700.0,520.0,https://images.gofundme.com/iK3zm8jJBWwqRL-71Jwg84T-Bao=/1200x900/https://d2g8igdw686xgo.cloudfront.net/79843767_1714532071681071_r.jpeg,https://www.gofundme.com/f/matthews-eagle-scout-project-to-benefit-tlc-animal-shelter?qid=ddf8620626e07595da539a804bd34b9a,"Scout, Eagle Scout, Badge, Boy Scouts of America, Child, Canidae",1
